trait_description	phecode	sex	Umbrella_ICD9_case_inclusion	Umbrella_ICD10_case_inclusion	Umbrella_ICD9_control_exclusion	Umbrella_ICD10_control_exclusion	full_list_ICD9_case_inclusion	full_list_ICD10_case_inclusion	full_list_ICD9_control_exclusion	full_list_ICD10_control_exclusion	Notes
Type 1 diabetes (T1D)	250.1	Both	250.01,250.03,250.11,250.13,250.21,250.23,250.31,250.33,250.41,250.43,250.51,250.53,250.61,250.63,250.71,250.73,250.81,250.83,250.91,250.93	E10.	249.,250.,357.2,362.0.,790.2.,791.5,791.6,V45.85,V53.91,V58.67,V65.46	E08.,E09.,E10.,E11.,E13.,O24.0.,O24.1.,O24.3.,O24.8.,R73.0.,R73.9,R81,R82.4,Z96.4.	250.01,250.03,250.11,250.13,250.21,250.23,250.31,250.33,250.41,250.43,250.51,250.53,250.61,250.63,250.71,250.73,250.81,250.83,250.91,250.93	E10,E10.1,E10.10,E10.11,E10.2,E10.21,E10.22,E10.29,E10.3,E10.31,E10.311,E10.319,E10.32,E10.321,E10.3211,E10.3212,E10.3213,E10.3219,E10.329,E10.3291,E10.3292,E10.3293,E10.3299,E10.33,E10.331,E10.3311,E10.3312,E10.3313,E10.3319,E10.339,E10.3391,E10.3392,E10.3393,E10.3399,E10.34,E10.341,E10.3411,E10.3412,E10.3413,E10.3419,E10.349,E10.3491,E10.3492,E10.3493,E10.3499,E10.35,E10.351,E10.3511,E10.3512,E10.3513,E10.3519,E10.352,E10.3521,E10.3522,E10.3523,E10.3529,E10.353,E10.3531,E10.3532,E10.3533,E10.3539,E10.354,E10.3541,E10.3542,E10.3543,E10.3549,E10.355,E10.3551,E10.3552,E10.3553,E10.3559,E10.359,E10.3591,E10.3592,E10.3593,E10.3599,E10.36,E10.37,E10.37X1,E10.37X2,E10.37X3,E10.37X9,E10.39,E10.4,E10.40,E10.41,E10.42,E10.43,E10.44,E10.49,E10.5,E10.51,E10.52,E10.59,E10.6,E10.61,E10.610,E10.618,E10.62,E10.620,E10.621,E10.622,E10.628,E10.63,E10.630,E10.638,E10.64,E10.641,E10.649,E10.65,E10.69,E10.8,E10.9,E10.A,E10.A0,E10.A1,E10.A2	249,249.0,249.00,249.01,249.1,249.10,249.11,249.2,249.20,249.21,249.3,249.30,249.31,249.4,249.40,249.41,249.5,249.50,249.51,249.6,249.60,249.61,249.7,249.70,249.71,249.8,249.80,249.81,249.9,249.90,249.91,250,250.0,250.00,250.01,250.02,250.03,250.1,250.10,250.11,250.12,250.13,250.2,250.20,250.21,250.22,250.23,250.3,250.30,250.31,250.32,250.33,250.4,250.40,250.41,250.42,250.43,250.5,250.50,250.51,250.52,250.53,250.6,250.60,250.61,250.62,250.63,250.7,250.70,250.71,250.72,250.73,250.8,250.80,250.81,250.82,250.83,250.9,250.90,250.91,250.92,250.93,357.2,362.0,362.01,362.02,362.03,362.04,362.05,362.06,362.07,790.2,790.21,790.22,790.29,791.5,791.6,V45.85,V53.91,V58.67,V65.46	E08,E08.0,E08.00,E08.01,E08.1,E08.10,E08.11,E08.2,E08.21,E08.22,E08.29,E08.3,E08.31,E08.311,E08.319,E08.32,E08.321,E08.3211,E08.3212,E08.3213,E08.3219,E08.329,E08.3291,E08.3292,E08.3293,E08.3299,E08.33,E08.331,E08.3311,E08.3312,E08.3313,E08.3319,E08.339,E08.3391,E08.3392,E08.3393,E08.3399,E08.34,E08.341,E08.3411,E08.3412,E08.3413,E08.3419,E08.349,E08.3491,E08.3492,E08.3493,E08.3499,E08.35,E08.351,E08.3511,E08.3512,E08.3513,E08.3519,E08.352,E08.3521,E08.3522,E08.3523,E08.3529,E08.353,E08.3531,E08.3532,E08.3533,E08.3539,E08.354,E08.3541,E08.3542,E08.3543,E08.3549,E08.355,E08.3551,E08.3552,E08.3553,E08.3559,E08.359,E08.3591,E08.3592,E08.3593,E08.3599,E08.36,E08.37,E08.37X1,E08.37X2,E08.37X3,E08.37X9,E08.39,E08.4,E08.40,E08.41,E08.42,E08.43,E08.44,E08.49,E08.5,E08.51,E08.52,E08.59,E08.6,E08.61,E08.610,E08.618,E08.62,E08.620,E08.621,E08.622,E08.628,E08.63,E08.630,E08.638,E08.64,E08.641,E08.649,E08.65,E08.69,E08.8,E08.9,E09,E09.0,E09.00,E09.01,E09.1,E09.10,E09.11,E09.2,E09.21,E09.22,E09.29,E09.3,E09.31,E09.311,E09.319,E09.32,E09.321,E09.3211,E09.3212,E09.3213,E09.3219,E09.329,E09.3291,E09.3292,E09.3293,E09.3299,E09.33,E09.331,E09.3311,E09.3312,E09.3313,E09.3319,E09.339,E09.3391,E09.3392,E09.3393,E09.3399,E09.34,E09.341,E09.3411,E09.3412,E09.3413,E09.3419,E09.349,E09.3491,E09.3492,E09.3493,E09.3499,E09.35,E09.351,E09.3511,E09.3512,E09.3513,E09.3519,E09.352,E09.3521,E09.3522,E09.3523,E09.3529,E09.353,E09.3531,E09.3532,E09.3533,E09.3539,E09.354,E09.3541,E09.3542,E09.3543,E09.3549,E09.355,E09.3551,E09.3552,E09.3553,E09.3559,E09.359,E09.3591,E09.3592,E09.3593,E09.3599,E09.36,E09.37,E09.37X1,E09.37X2,E09.37X3,E09.37X9,E09.39,E09.4,E09.40,E09.41,E09.42,E09.43,E09.44,E09.49,E09.5,E09.51,E09.52,E09.59,E09.6,E09.61,E09.610,E09.618,E09.62,E09.620,E09.621,E09.622,E09.628,E09.63,E09.630,E09.638,E09.64,E09.641,E09.649,E09.65,E09.69,E09.8,E09.9,E10,E10.1,E10.10,E10.11,E10.2,E10.21,E10.22,E10.29,E10.3,E10.31,E10.311,E10.319,E10.32,E10.321,E10.3211,E10.3212,E10.3213,E10.3219,E10.329,E10.3291,E10.3292,E10.3293,E10.3299,E10.33,E10.331,E10.3311,E10.3312,E10.3313,E10.3319,E10.339,E10.3391,E10.3392,E10.3393,E10.3399,E10.34,E10.341,E10.3411,E10.3412,E10.3413,E10.3419,E10.349,E10.3491,E10.3492,E10.3493,E10.3499,E10.35,E10.351,E10.3511,E10.3512,E10.3513,E10.3519,E10.352,E10.3521,E10.3522,E10.3523,E10.3529,E10.353,E10.3531,E10.3532,E10.3533,E10.3539,E10.354,E10.3541,E10.3542,E10.3543,E10.3549,E10.355,E10.3551,E10.3552,E10.3553,E10.3559,E10.359,E10.3591,E10.3592,E10.3593,E10.3599,E10.36,E10.37,E10.37X1,E10.37X2,E10.37X3,E10.37X9,E10.39,E10.4,E10.40,E10.41,E10.42,E10.43,E10.44,E10.49,E10.5,E10.51,E10.52,E10.59,E10.6,E10.61,E10.610,E10.618,E10.62,E10.620,E10.621,E10.622,E10.628,E10.63,E10.630,E10.638,E10.64,E10.641,E10.649,E10.65,E10.69,E10.8,E10.9,E10.A,E10.A0,E10.A1,E10.A2,E11,E11.0,E11.00,E11.01,E11.1,E11.10,E11.11,E11.2,E11.21,E11.22,E11.29,E11.3,E11.31,E11.311,E11.319,E11.32,E11.321,E11.3211,E11.3212,E11.3213,E11.3219,E11.329,E11.3291,E11.3292,E11.3293,E11.3299,E11.33,E11.331,E11.3311,E11.3312,E11.3313,E11.3319,E11.339,E11.3391,E11.3392,E11.3393,E11.3399,E11.34,E11.341,E11.3411,E11.3412,E11.3413,E11.3419,E11.349,E11.3491,E11.3492,E11.3493,E11.3499,E11.35,E11.351,E11.3511,E11.3512,E11.3513,E11.3519,E11.352,E11.3521,E11.3522,E11.3523,E11.3529,E11.353,E11.3531,E11.3532,E11.3533,E11.3539,E11.354,E11.3541,E11.3542,E11.3543,E11.3549,E11.355,E11.3551,E11.3552,E11.3553,E11.3559,E11.359,E11.3591,E11.3592,E11.3593,E11.3599,E11.36,E11.37,E11.37X1,E11.37X2,E11.37X3,E11.37X9,E11.39,E11.4,E11.40,E11.41,E11.42,E11.43,E11.44,E11.49,E11.5,E11.51,E11.52,E11.59,E11.6,E11.61,E11.610,E11.618,E11.62,E11.620,E11.621,E11.622,E11.628,E11.63,E11.630,E11.638,E11.64,E11.641,E11.649,E11.65,E11.69,E11.8,E11.9,E13,E13.0,E13.00,E13.01,E13.1,E13.10,E13.11,E13.2,E13.21,E13.22,E13.29,E13.3,E13.31,E13.311,E13.319,E13.32,E13.321,E13.3211,E13.3212,E13.3213,E13.3219,E13.329,E13.3291,E13.3292,E13.3293,E13.3299,E13.33,E13.331,E13.3311,E13.3312,E13.3313,E13.3319,E13.339,E13.3391,E13.3392,E13.3393,E13.3399,E13.34,E13.341,E13.3411,E13.3412,E13.3413,E13.3419,E13.349,E13.3491,E13.3492,E13.3493,E13.3499,E13.35,E13.351,E13.3511,E13.3512,E13.3513,E13.3519,E13.352,E13.3521,E13.3522,E13.3523,E13.3529,E13.353,E13.3531,E13.3532,E13.3533,E13.3539,E13.354,E13.3541,E13.3542,E13.3543,E13.3549,E13.355,E13.3551,E13.3552,E13.3553,E13.3559,E13.359,E13.3591,E13.3592,E13.3593,E13.3599,E13.36,E13.37,E13.37X1,E13.37X2,E13.37X3,E13.37X9,E13.39,E13.4,E13.40,E13.41,E13.42,E13.43,E13.44,E13.49,E13.5,E13.51,E13.52,E13.59,E13.6,E13.61,E13.610,E13.618,E13.62,E13.620,E13.621,E13.622,E13.628,E13.63,E13.630,E13.638,E13.64,E13.641,E13.649,E13.65,E13.69,E13.8,E13.9,O24.1,O24.11,O24.111,O24.112,O24.113,R73.0,R73.01,R73.02,R73.09,R73.9,R81,R82.4,Z96.4,Z96.41,Z96.49	
Type 2 diabetes (T2D)	250.2	Both	250.00,250.02,250.10,250.12,250.20,250.22,250.30,250.32,250.40,250.42,250.50,250.52,250.60,250.62,250.70,250.72,250.80,250.82,250.90,250.92	E11.	249.,250.,357.2,362.0.,790.2.,791.5,791.6,V45.85,V53.91,V58.67,V65.46	E08.,E09.,E10.,E11.,E13.,O24.0.,O24.1.,O24.3.,O24.8.,R73.0.,R73.9,R81,R82.4,Z96.4.	250.00,250.02,250.10,250.12,250.20,250.22,250.30,250.32,250.40,250.42,250.50,250.52,250.60,250.62,250.70,250.72,250.80,250.82,250.90,250.92	E11,E11.0,E11.00,E11.01,E11.1,E11.10,E11.11,E11.2,E11.21,E11.22,E11.29,E11.3,E11.31,E11.311,E11.319,E11.32,E11.321,E11.3211,E11.3212,E11.3213,E11.3219,E11.329,E11.3291,E11.3292,E11.3293,E11.3299,E11.33,E11.331,E11.3311,E11.3312,E11.3313,E11.3319,E11.339,E11.3391,E11.3392,E11.3393,E11.3399,E11.34,E11.341,E11.3411,E11.3412,E11.3413,E11.3419,E11.349,E11.3491,E11.3492,E11.3493,E11.3499,E11.35,E11.351,E11.3511,E11.3512,E11.3513,E11.3519,E11.352,E11.3521,E11.3522,E11.3523,E11.3529,E11.353,E11.3531,E11.3532,E11.3533,E11.3539,E11.354,E11.3541,E11.3542,E11.3543,E11.3549,E11.355,E11.3551,E11.3552,E11.3553,E11.3559,E11.359,E11.3591,E11.3592,E11.3593,E11.3599,E11.36,E11.37,E11.37X1,E11.37X2,E11.37X3,E11.37X9,E11.39,E11.4,E11.40,E11.41,E11.42,E11.43,E11.44,E11.49,E11.5,E11.51,E11.52,E11.59,E11.6,E11.61,E11.610,E11.618,E11.62,E11.620,E11.621,E11.622,E11.628,E11.63,E11.630,E11.638,E11.64,E11.641,E11.649,E11.65,E11.69,E11.8,E11.9,E11.A	249,249.0,249.00,249.01,249.1,249.10,249.11,249.2,249.20,249.21,249.3,249.30,249.31,249.4,249.40,249.41,249.5,249.50,249.51,249.6,249.60,249.61,249.7,249.70,249.71,249.8,249.80,249.81,249.9,249.90,249.91,250,250.0,250.00,250.01,250.02,250.03,250.1,250.10,250.11,250.12,250.13,250.2,250.20,250.21,250.22,250.23,250.3,250.30,250.31,250.32,250.33,250.4,250.40,250.41,250.42,250.43,250.5,250.50,250.51,250.52,250.53,250.6,250.60,250.61,250.62,250.63,250.7,250.70,250.71,250.72,250.73,250.8,250.80,250.81,250.82,250.83,250.9,250.90,250.91,250.92,250.93,357.2,362.0,362.01,362.02,362.03,362.04,362.05,362.06,362.07,790.2,790.21,790.22,790.29,791.5,791.6,V45.85,V53.91,V58.67,V65.46	E08,E08.0,E08.00,E08.01,E08.1,E08.10,E08.11,E08.2,E08.21,E08.22,E08.29,E08.3,E08.31,E08.311,E08.319,E08.32,E08.321,E08.3211,E08.3212,E08.3213,E08.3219,E08.329,E08.3291,E08.3292,E08.3293,E08.3299,E08.33,E08.331,E08.3311,E08.3312,E08.3313,E08.3319,E08.339,E08.3391,E08.3392,E08.3393,E08.3399,E08.34,E08.341,E08.3411,E08.3412,E08.3413,E08.3419,E08.349,E08.3491,E08.3492,E08.3493,E08.3499,E08.35,E08.351,E08.3511,E08.3512,E08.3513,E08.3519,E08.352,E08.3521,E08.3522,E08.3523,E08.3529,E08.353,E08.3531,E08.3532,E08.3533,E08.3539,E08.354,E08.3541,E08.3542,E08.3543,E08.3549,E08.355,E08.3551,E08.3552,E08.3553,E08.3559,E08.359,E08.3591,E08.3592,E08.3593,E08.3599,E08.36,E08.37,E08.37X1,E08.37X2,E08.37X3,E08.37X9,E08.39,E08.4,E08.40,E08.41,E08.42,E08.43,E08.44,E08.49,E08.5,E08.51,E08.52,E08.59,E08.6,E08.61,E08.610,E08.618,E08.62,E08.620,E08.621,E08.622,E08.628,E08.63,E08.630,E08.638,E08.64,E08.641,E08.649,E08.65,E08.69,E08.8,E08.9,E09,E09.0,E09.00,E09.01,E09.1,E09.10,E09.11,E09.2,E09.21,E09.22,E09.29,E09.3,E09.31,E09.311,E09.319,E09.32,E09.321,E09.3211,E09.3212,E09.3213,E09.3219,E09.329,E09.3291,E09.3292,E09.3293,E09.3299,E09.33,E09.331,E09.3311,E09.3312,E09.3313,E09.3319,E09.339,E09.3391,E09.3392,E09.3393,E09.3399,E09.34,E09.341,E09.3411,E09.3412,E09.3413,E09.3419,E09.349,E09.3491,E09.3492,E09.3493,E09.3499,E09.35,E09.351,E09.3511,E09.3512,E09.3513,E09.3519,E09.352,E09.3521,E09.3522,E09.3523,E09.3529,E09.353,E09.3531,E09.3532,E09.3533,E09.3539,E09.354,E09.3541,E09.3542,E09.3543,E09.3549,E09.355,E09.3551,E09.3552,E09.3553,E09.3559,E09.359,E09.3591,E09.3592,E09.3593,E09.3599,E09.36,E09.37,E09.37X1,E09.37X2,E09.37X3,E09.37X9,E09.39,E09.4,E09.40,E09.41,E09.42,E09.43,E09.44,E09.49,E09.5,E09.51,E09.52,E09.59,E09.6,E09.61,E09.610,E09.618,E09.62,E09.620,E09.621,E09.622,E09.628,E09.63,E09.630,E09.638,E09.64,E09.641,E09.649,E09.65,E09.69,E09.8,E09.9,E10,E10.1,E10.10,E10.11,E10.2,E10.21,E10.22,E10.29,E10.3,E10.31,E10.311,E10.319,E10.32,E10.321,E10.3211,E10.3212,E10.3213,E10.3219,E10.329,E10.3291,E10.3292,E10.3293,E10.3299,E10.33,E10.331,E10.3311,E10.3312,E10.3313,E10.3319,E10.339,E10.3391,E10.3392,E10.3393,E10.3399,E10.34,E10.341,E10.3411,E10.3412,E10.3413,E10.3419,E10.349,E10.3491,E10.3492,E10.3493,E10.3499,E10.35,E10.351,E10.3511,E10.3512,E10.3513,E10.3519,E10.352,E10.3521,E10.3522,E10.3523,E10.3529,E10.353,E10.3531,E10.3532,E10.3533,E10.3539,E10.354,E10.3541,E10.3542,E10.3543,E10.3549,E10.355,E10.3551,E10.3552,E10.3553,E10.3559,E10.359,E10.3591,E10.3592,E10.3593,E10.3599,E10.36,E10.37,E10.37X1,E10.37X2,E10.37X3,E10.37X9,E10.39,E10.4,E10.40,E10.41,E10.42,E10.43,E10.44,E10.49,E10.5,E10.51,E10.52,E10.59,E10.6,E10.61,E10.610,E10.618,E10.62,E10.620,E10.621,E10.622,E10.628,E10.63,E10.630,E10.638,E10.64,E10.641,E10.649,E10.65,E10.69,E10.8,E10.9,E10.A,E10.A0,E10.A1,E10.A2,E11,E11.0,E11.00,E11.01,E11.1,E11.10,E11.11,E11.2,E11.21,E11.22,E11.29,E11.3,E11.31,E11.311,E11.319,E11.32,E11.321,E11.3211,E11.3212,E11.3213,E11.3219,E11.329,E11.3291,E11.3292,E11.3293,E11.3299,E11.33,E11.331,E11.3311,E11.3312,E11.3313,E11.3319,E11.339,E11.3391,E11.3392,E11.3393,E11.3399,E11.34,E11.341,E11.3411,E11.3412,E11.3413,E11.3419,E11.349,E11.3491,E11.3492,E11.3493,E11.3499,E11.35,E11.351,E11.3511,E11.3512,E11.3513,E11.3519,E11.352,E11.3521,E11.3522,E11.3523,E11.3529,E11.353,E11.3531,E11.3532,E11.3533,E11.3539,E11.354,E11.3541,E11.3542,E11.3543,E11.3549,E11.355,E11.3551,E11.3552,E11.3553,E11.3559,E11.359,E11.3591,E11.3592,E11.3593,E11.3599,E11.36,E11.37,E11.37X1,E11.37X2,E11.37X3,E11.37X9,E11.39,E11.4,E11.40,E11.41,E11.42,E11.43,E11.44,E11.49,E11.5,E11.51,E11.52,E11.59,E11.6,E11.61,E11.610,E11.618,E11.62,E11.620,E11.621,E11.622,E11.628,E11.63,E11.630,E11.638,E11.64,E11.641,E11.649,E11.65,E11.69,E11.8,E11.9,E13,E13.0,E13.00,E13.01,E13.1,E13.10,E13.11,E13.2,E13.21,E13.22,E13.29,E13.3,E13.31,E13.311,E13.319,E13.32,E13.321,E13.3211,E13.3212,E13.3213,E13.3219,E13.329,E13.3291,E13.3292,E13.3293,E13.3299,E13.33,E13.331,E13.3311,E13.3312,E13.3313,E13.3319,E13.339,E13.3391,E13.3392,E13.3393,E13.3399,E13.34,E13.341,E13.3411,E13.3412,E13.3413,E13.3419,E13.349,E13.3491,E13.3492,E13.3493,E13.3499,E13.35,E13.351,E13.3511,E13.3512,E13.3513,E13.3519,E13.352,E13.3521,E13.3522,E13.3523,E13.3529,E13.353,E13.3531,E13.3532,E13.3533,E13.3539,E13.354,E13.3541,E13.3542,E13.3543,E13.3549,E13.355,E13.3551,E13.3552,E13.3553,E13.3559,E13.359,E13.3591,E13.3592,E13.3593,E13.3599,E13.36,E13.37,E13.37X1,E13.37X2,E13.37X3,E13.37X9,E13.39,E13.4,E13.40,E13.41,E13.42,E13.43,E13.44,E13.49,E13.5,E13.51,E13.52,E13.59,E13.6,E13.61,E13.610,E13.618,E13.62,E13.620,E13.621,E13.622,E13.628,E13.63,E13.630,E13.638,E13.64,E13.641,E13.649,E13.65,E13.69,E13.8,E13.9,O24.1,O24.11,O24.111,O24.112,O24.113,R73.0,R73.01,R73.02,R73.09,R73.9,R81,R82.4,Z96.4,Z96.41,Z96.49	
